*** Simulated Data ***
Time (s),0.1 uM,0.5 uM,1 uM,5 uM,10 uM,50 uM
20.60301507537688,(0.09834427988848901+0j),(0.49104498169441185+0j),(0.980249040508632+0j),(4.78848677393288+0j),(9.01492123379957+0j),(18.321146871008835+0j)
20.7286432160804,(0.09838534935781804+0j),(0.4912667916272611+0j),(0.9807372326030452+0j),(4.793526941515264+0j),(9.035417610352619+0j),(18.429624217235485+0j)
20.85427135678392,(0.09842540043624236+0j),(0.49148311681607404+0j),(0.981213403034183+0j),(4.798451660251883+0j),(9.05555528022835+0j),(18.53805062605133+0j)
20.979899497487434,(0.0984644583608765+0j),(0.49169409242697976+0j),(0.9816778456361541+0j),(4.803263363339519+0j),(9.075338150491659+0j),(18.646425818193855+0j)
21.105527638190953,(0.0985025477441942+0j),(0.49189985031734745+0j),(0.9821308471679158+0j),(4.807964442114544+0j),(9.094770161508894+0j),(18.754749512248523+0j)
21.231155778894472,(0.09853969258945111+0j),(0.49210051911569513+0j),(0.9825726874784508+0j),(4.812557246353377+0j),(9.113855284461414+0j),(18.863021424627973+0j)
21.356783919597987,(0.09857591630572862+0j),(0.49229622429972153+0j),(0.9830036396683414+0j),(4.8170440845912275+0j),(9.132597518861528+0j),(18.971241269551076+0j)
21.482412060301506,(0.09861124172260786+0j),(0.492487088272503+0j),(0.9834239702478049+0j),(4.821427224458043+0j),(9.151000890074615+0j),(19.0794087590217+0j)
21.608040201005025,(0.09864569110448311+0j),(0.4926732304368953+0j),(0.983833939291258+0j),(4.8257088930305425+0j),(9.169069446851054+0j),(19.187523602807232+0j)
21.73366834170854,(0.09867928616452307+0j),(0.4928547672681816+0j),(0.9842338005884725+0j),(4.829891277199304+0j),(9.186807258871667+0j),(19.295585508416902+0j)
21.85929648241206,(0.098712048078289+0j),(0.49303181238500393+0j),(0.9846238017923915+0j),(4.833976524049871+0j),(9.204218414310102+0j),(19.40359418107983+0j)
21.984924623115575,(0.09874399749701764+0j),(0.4932044766186181+0j),(0.9850041845636625+0j),(4.83796674125688+0j),(9.22130701741558+0j),(19.5115493237228+0j)
22.110552763819094,(0.09877515456057745+0j),(0.4933728680805091+0j),(0.9853751847119577+0j),(4.841863997490249+0j),(9.238077186119307+0j),(19.61945063694788+0j)
22.236180904522612,(0.09880553891010598+0j),(0.49353709222840336+0j),(0.9857370323341393+0j),(4.845670322832485+0j),(9.254533049667693+0j),(19.72729781900966+0j)
22.361809045226128,(0.09883516970033603+0j),(0.4936972519307149+0j),(0.9860899519493322+0j),(4.849387709206211+0j),(9.270678746285418+0j),(19.835090565792306+0j)
22.487437185929647,(0.09886406561161858+0j),(0.4938534475294603+0j),(0.9864341626309665+0j),(4.853018110811032+0j),(9.286518420871236+0j),(19.942828570786403+0j)
22.613065326633162,(0.09889224486164948+0j),(0.4940057769016772+0j),(0.9867698781358474+0j),(4.8565634445688985+0j),(9.302056222729295+0j),(20.05051152506539+0j)
22.73869346733668,(0.09891972521690733+0j),(0.49415433551938026+0j),(0.9870973070303137+0j),(4.8600255905771625+0j),(9.317296303338578+0j),(20.158139117261875+0j)
22.8643216080402,(0.09894652400380968+0j),(0.4942992165080886+0j),(0.9874166528135431+0j),(4.863406392568517+0j),(9.33224281416292+0j),(20.26571103354361+0j)
22.989949748743715,(0.09897265811959435+0j),(0.49444051070395595+0j),(0.9877281140380597+0j),(4.866707658377101+0j),(9.346899904503958+0j),(20.373226957589175+0j)
23.115577889447234,(0.09899814404293249+0j),(0.49457830670953706+0j),(0.988031884427505+0j),(4.869931160410018+0j),(9.361271719399152+0j),(20.48068657056345+0j)
23.241206030150753,(0.0990229978442802+0j),(0.49471269094822046+0j),(0.9883281529917234+0j),(4.8730786361235765+0j),(9.37536239756689+0j),(20.588089551092747+0j)
23.36683417085427,(0.09904723519597489+0j),(0.4948437477173588+0j),(0.9886171041392207+0j),(4.8761517885036065+0j),(9.389176069400563+0j),(20.69543557523968+0j)
23.492462311557787,(0.09907087138208276+0j),(0.49497155924012665+0j),(0.9888989177870496+0j),(4.87915228654919+0j),(9.402716855013278+0j),(20.802724316477786+0j)
23.618090452261306,(0.0990939213080034+0j),(0.4950962057161349+0j),(0.989173769468174+0j),(4.882081765759208+0j),(9.415988862334805+0j),(20.909955445665773+0j)
23.74371859296482,(0.09911639950983755+0j),(0.4952177653708309+0j),(0.9894418304363664+0j),(4.884941828621122+0j),(9.42899618526209+0j),(21.017128631021542+0j)
23.86934673366834,(0.09913832016352381+0j),(0.4953363145037121+0j),(0.9897032677686896+0j),(4.88773404510143+0j),(9.441742901864641+0j),(21.12424353809591+0j)
23.994974874371856,(0.09915969709374985+0j),(0.495451927535381+0j),(0.9899582444656142+0j),(4.890459953137272+0j),(9.454233072645835+0j),(21.231299829746+0j)
24.120603015075375,(0.09918054378264386+0j),(0.4955646770534679+0j),(0.9902069195488215+0j),(4.893121059128679+0j),(9.466470738861103+0j),(21.338297166108315+0j)
24.246231155778894,(0.09920087337825152+0j),(0.49567463385744875+0j),(0.9904494481567402+0j),(4.895718838430983+0j),(9.478459920893798+0j),(21.445235204571578+0j)
24.37185929648241,(0.09922069870280359+0j),(0.49578186700238247+0j),(0.9906859816378683+0j),(4.898254735846948+0j),(9.490204616689375+0j),(21.552113599749156+0j)
24.497487437185928,(0.09924003226077961+0j),(0.4958864438415944+0j),(0.9909166676419242+0j),(4.900730166118175+0j),(9.501708800248439+0j),(21.658932003451277+0j)
24.623115577889443,(0.0992588862467725+0j),(0.49598843006832943+0j),(0.9911416502088768+0j),(4.903146514415373+0j),(9.512976420178987+0j),(21.765690064656834+0j)
24.748743718592962,(0.09927727255315885+0j),(0.49608788975639984+0j),(0.9913610698558986+0j),(4.905505136827142+0j),(9.524011398308135+0j),(21.872387429484917+0j)
24.87437185929648,(0.09929520277757999+0j),(0.4961848853998507+0j),(0.9915750636622873+0j),(4.907807360846856+0j),(9.534817628353432+0j),(21.979023741166014+0j)
25.0,(0.09931268823023813+0j),(0.49627947795166627+0j),(0.9917837653524023+0j),(4.910054485857345+0j),(9.545398974653773+0j),(22.08559864001284+0j)
