*** Simulated Data ***
Time (s),0.1 uM,0.5 uM,1 uM,5 uM,10 uM,50 uM
20.477386934673365,(0.001697833849311213+0j),(0.009182451539190247+0j),(0.020251474327164558+0j),(0.21667131783347018+0j),(1.0059377207092774+0j),(31.78738113549764+0j)
20.60301507537688,(0.0016557201115109956+0j),(0.00895501830558813+0j),(0.01975095949136796+0j),(0.2115132260671198+0j),(0.985078766200431+0j),(31.678853128991165+0j)
20.7286432160804,(0.0016146506421819643+0j),(0.00873320837273891+0j),(0.01926276739695477+0j),(0.2064730584847358+0j),(0.9645823896473803+0j),(31.570375782764515+0j)
20.85427135678392,(0.0015745995637576455+0j),(0.008516883183925964+0j),(0.018786596965816988+0j),(0.20154833974811662+0j),(0.9444447197716498+0j),(31.46194937394867+0j)
20.979899497487434,(0.0015355416391235014+0j),(0.008305907573020238+0j),(0.01832215436384588+0j),(0.19673663666048097+0j),(0.9246618495083414+0j),(31.353574181806145+0j)
21.105527638190953,(0.0014974522558058017+0j),(0.008100149682652527+0j),(0.017869152832084262+0j),(0.1920355578854555+0j),(0.9052298384911064+0j),(31.245250487751477+0j)
21.231155778894472,(0.0014603074105488882+0j),(0.007899480884304854+0j),(0.017427312521549214+0j),(0.18744275364662355+0j),(0.8861447155385869+0j),(31.136978575372027+0j)
21.356783919597987,(0.0014240836942713848+0j),(0.007703775700278442+0j),(0.01699636033165859+0j),(0.18295591540877282+0j),(0.8674024811384707+0j),(31.028758730448924+0j)
21.482412060301506,(0.001388758277392139+0j),(0.007512911727497015+0j),(0.01657602975219502+0j),(0.1785727755419571+0j),(0.8489991099253857+0j),(30.9205912409783+0j)
21.608040201005025,(0.0013543088955169005+0j),(0.007326769563104665+0j),(0.016166060708742085+0j),(0.17429110696945738+0j),(0.8309305531489463+0j),(30.812476397192768+0j)
21.73366834170854,(0.0013207138354769362+0j),(0.007145232731818374+0j),(0.01576619941152742+0j),(0.17010872280069567+0j),(0.8131927411283322+0j),(30.704414491583098+0j)
21.85929648241206,(0.001287951921711011+0j),(0.006968187614996065+0j),(0.015376198207608497+0j),(0.16602347595012884+0j),(0.7957815856898973+0j),(30.59640581892017+0j)
21.984924623115575,(0.0012560025029823712+0j),(0.006795523381381872+0j),(0.014995815436337523+0j),(0.16203325874312002+0j),(0.7786929825844204+0j),(30.4884506762772+0j)
22.110552763819094,(0.0012248454394225515+0j),(0.006627131919490887+0j),(0.014624815288042256+0j),(0.15813600250975118+0j),(0.7619228138806933+0j),(30.38054936305212+0j)
22.236180904522612,(0.001194461089894036+0j),(0.0064629077715966585+0j),(0.01426296766586068+0j),(0.1543296771675149+0j),(0.7454669503323066+0j),(30.27270218099034+0j)
22.361809045226128,(0.0011648302996639835+0j),(0.006302748069285121+0j),(0.013910048050667733+0j),(0.1506122907937889+0j),(0.7293212537145827+0j),(30.164909434207694+0j)
22.487437185929647,(0.0011359343883814265+0j),(0.006146552470539713+0j),(0.013565837369033457+0j),(0.14698188918896832+0j),(0.713481579128765+0j),(30.057171429213597+0j)
22.613065326633162,(0.0011077551383505337+0j),(0.00599422309832284+0j),(0.013230121864152618+0j),(0.14343655543110104+0j),(0.6979437772707047+0j),(29.94948847493461+0j)
22.73869346733668,(0.0010802747830926855+0j),(0.005845664480619733+0j),(0.012902692969686233+0j),(0.13997440942283784+0j),(0.6827036966614222+0j),(29.841860882738125+0j)
22.8643216080402,(0.0010534759961903237+0j),(0.005700783491911407+0j),(0.012583347186456975+0j),(0.13659360743148333+0j),(0.6677571858370801+0j),(29.73428896645639+0j)
22.989949748743715,(0.0010273418804056555+0j),(0.0055594892960440625+0j),(0.012271885961940305+0j),(0.13329234162289866+0j),(0.6531000954960409+0j),(29.626773042410825+0j)
23.115577889447234,(0.0010018559570675162+0j),(0.005421693290462961+0j),(0.011968115572494994+0j),(0.13006883958998242+0j),(0.6387282806008471+0j),(29.51931342943655+0j)
23.241206030150753,(0.0009770021557198084+0j),(0.005287309051779571+0j),(0.011671847008276656+0j),(0.1269213638764239+0j),(0.6246376024331092+0j),(29.411910448907253+0j)
23.36683417085427,(0.0009527648040251158+0j),(0.005156252282641217+0j),(0.011382895860779285+0j),(0.12384821149639359+0j),(0.6108239305994383+0j),(29.30456442476032+0j)
23.492462311557787,(0.0009291286179172467+0j),(0.005028440759873366+0j),(0.011101082212950327+0j),(0.12084771345081002+0j),(0.5972831449867215+0j),(29.197275683522214+0j)
23.618090452261306,(0.0009060786919966075+0j),(0.0049037942838651045+0j),(0.01082623053182596+0j),(0.11791823424079194+0j),(0.5840111376651945+0j),(29.090044554334227+0j)
23.74371859296482,(0.0008836004901624527+0j),(0.0047822346291691+0j),(0.010558169563633672+0j),(0.11505817137887807+0j),(0.5710038147379093+0j),(28.982871368978458+0j)
23.86934673366834,(0.0008616798364762023+0j),(0.004663685496287886+0j),(0.010296732231310491+0j),(0.11226595489856994+0j),(0.558257098135358+0j),(28.87575646190409+0j)
23.994974874371856,(0.0008403029062501656+0j),(0.004548072464619022+0j),(0.01004175553438579+0j),(0.10954004686272772+0j),(0.5457669273541648+0j),(28.768700170254+0j)
24.120603015075375,(0.0008194562173561394+0j),(0.004435322946532088+0j),(0.009793080451178547+0j),(0.10687894087132135+0j),(0.5335292611388969+0j),(28.661702833891685+0j)
24.246231155778894,(0.0007991266217484852+0j),(0.004325366142551246+0j),(0.009550551843259812+0j),(0.10428116156901687+0j),(0.5215400791062033+0j),(28.554764795428422+0j)
24.37185929648241,(0.0007793012971964224+0j),(0.004218132997617518+0j),(0.009314018362131748+0j),(0.10174526415305128+0j),(0.509795383310625+0j),(28.447886400250844+0j)
24.497487437185928,(0.0007599677392203934+0j),(0.004113556158405604+0j),(0.009083332358075805+0j),(0.09926983388182585+0j),(0.49829119975156044+0j),(28.341067996548723+0j)
24.623115577889443,(0.0007411137532275086+0j),(0.0040115699316705606+0j),(0.008858349791123184+0j),(0.0968534855846271+0j),(0.48702357982101296+0j),(28.234309935343166+0j)
24.748743718592962,(0.0007227274468411548+0j),(0.003912110243600142+0j),(0.008638930144101494+0j),(0.09449486317285782+0j),(0.47598860169186574+0j),(28.127612570515083+0j)
24.87437185929648,(0.0007047972224200221+0j),(0.003815114600149311+0j),(0.008424936337712685+0j),(0.09219263915314371+0j),(0.46518237164656745+0j),(28.020976258833986+0j)
25.0,(0.0006873117697618705+0j),(0.0037205220483337367+0j),(0.008216234647597662+0j),(0.08994551414265507+0j),(0.45460102534622604+0j),(27.91440135998716+0j)
